sentiment_label,sentence,source
neutral,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,financialphrasebank
negative,CompaniesThiam received Â£5m pay packet for final months at Prudential,headline
neutral,Glencore leads Britain's FTSE lower as China concerns weigh,headline
negative,Pfizer to cut 120 jobs with closure of Cambridge R&D centre,headline
neutral,"On 20 March 2006 , Stora Enso refused to comment the news in any way .",financialphrasebank
neutral,"Previously , the plant was expected to be completed by the end of 2008 .",financialphrasebank
positive,"Furthermore , our fully electrically driven cranes are environmentally friendly .",financialphrasebank
neutral,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",financialphrasebank
neutral,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",financialphrasebank
neutral,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",financialphrasebank
neutral,"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .",financialphrasebank
positive,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,headline
neutral,Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,financialphrasebank
neutral,Vaisala 's board of directors will propose a dividend of 0.85 euro $ 1.24 per share at the company 's annual general meeting .,financialphrasebank
neutral,Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,financialphrasebank
positive,Viking Line manages well with its current ferries .,financialphrasebank
negative,Earnings per share were at loss of EUR0 .24 .,financialphrasebank
positive,"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia .",financialphrasebank
negative,Lloyds to cut 945 jobs as part of three-year restructuring strategy,headline
positive,Raisio 's malting capacity was in full use in 2008 .,financialphrasebank
neutral,MillerCoors Board Names Gavin Hattersley Interim CEO,headline
neutral,The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,financialphrasebank
neutral,The desk will reach its full planned strength of ten persons in autumn 2007 .,financialphrasebank
neutral,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",financialphrasebank
positive,"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",financialphrasebank
positive,"3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions",headline
neutral,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .,financialphrasebank
negative,"`` Adjustment to the fall in price level , in contrast , has been less effective .",financialphrasebank
negative,"BHP Billiton slashes dividend, posts $5.67 billion net loss",headline
neutral,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,financialphrasebank
neutral,Morrisons warns of long road to recovery after profit plunge,headline
negative,"Divisional sales demand in the half remained `` inconsistent '' , it added .",financialphrasebank
neutral,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",financialphrasebank
negative,"Exports of goods fell by 59 % , and imports by 16.7 % .",financialphrasebank
positive,RBS will reportedly appoint Howard Davies as its next chairman,headline
neutral,"AstraZeneca beats profit forecasts, helped by external deals",headline
neutral,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",financialphrasebank
negative,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,headline
neutral,"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company .",financialphrasebank
positive,Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,financialphrasebank
negative,UPDATE 1-Oil major BP freezes pay in 2015 to cut costs,headline
negative,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,financialphrasebank
neutral,News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .,financialphrasebank
negative,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,financialphrasebank
neutral,"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",financialphrasebank
positive,`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,financialphrasebank
negative,Tesco share price: Brand Guarantee comes under fire,headline
negative,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,financialphrasebank
positive,`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . '',financialphrasebank
positive,Lloyds sells Irish loan portfolio for Â£827m,headline
positive,"Tesco says recovery on track, asks investors to be patient",headline
neutral,LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,financialphrasebank
neutral,Panostaja is a financially secure Finnish multi-field corporation that creates healthy companies and company entities .,financialphrasebank
neutral,UPDATE: Peter Long To Be Chairman Of Both Royal Mail And TUI AG,headline
negative,Sanoma News ' advertising sales decreased by 22 % during the year .,financialphrasebank
positive,Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,financialphrasebank
neutral,"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",financialphrasebank
positive,The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses .,financialphrasebank
neutral,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",financialphrasebank
negative,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",financialphrasebank
neutral,"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",financialphrasebank
neutral,Intertek swings to Â£347 mln loss on oil's slump,headline
neutral,Shell share price: Standard Life announce position against BG acquisition,headline
positive,"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",financialphrasebank
negative,Centrica share price: British Gas under fire despite 5% price cut,headline
